"139","0x29c9dd53737dc67022ddf9e96d4b6f56ec8e8146","","27,755,316.779455","0.0366%","$27,747,239.98"
"140","0x76ec5a0d3632b2133d9f1980903305b62678fbd3","","27,639,561.728147","0.0364%","$27,631,518.62"
"141","0xe6a29da1e70b42e311994f9d1b881b400e3fa438","","27,090,001.21809","0.0357%","$27,082,118.03"
"142","0x95327cd531f3015f27ce4bc91a34ce6ccc6f2959","","27,000,000.038997","0.0356%","$26,992,143.04"
"143","0x410e226dfbf394b24a1ff599606c8894eb5d4596","","26,549,187.952669","0.0350%","$26,541,462.14"
"144","0x592b68392f6b99ea850b1f7a1b154d454ee3fbdb","","26,278,646.995422","0.0346%","$26,270,999.91"
"145","0x329343a1bcaa2bc030183952980c0723f0aba6fc","","26,076,818.12866","0.0344%","$26,069,229.77"
"146","0xff6e336f058f481cfb9bb82afca23ff2d2007a46","","25,696,413.119772","0.0339%","$25,688,935.46"
"147","0x187c0e0aa33282096b39a33457939f1dc3ea8e0f","CoinList 4","25,693,361.475353","0.0339%","$25,685,884.71"
"148","0xf0374db692ca94c3a6921a78ca9409504c2ce387","","25,000,000","0.0329%","$24,992,725.00"
"149","0x673c2443c99cf2b12500f013ab567c4ddea4db53","","24,885,000.090498","0.0328%","$24,877,758.56"
"150","0xd8d6ffe342210057bf4dcc31da28d006f253cef0","GSR: 0xD8D...EF0","24,555,074.536363","0.0324%","$24,547,929.01"
"151","0x5f397b62502e255f68382791947d54c4b2d37f09","Deribit 8","24,403,687.550483","0.0322%","$24,396,586.08
"152","0x83c41363cbee0081dab75cb841fa24f3db46627e","KuCoin 18","24,092,445.276548","0.0317%","$24,085,434.37"
"153","0xd775ad8d9b9130b5d609dc065bd548e46a6610b6","","24,000,010.013999","0.0316%","$23,993,026.01"
"154","0x9db812a1b55ac6fdbd1d52e628324e2fd2dbb560","","23,715,937.5499","0.0313%","$23,709,036.21"
"155","0xfb05343631ca21a785391ad5c7e81b2f1e2b928c","","23,434,462.098282","0.0309%","$23,427,642.67"
"156","0xcbb0d58b527ff417ff36e0361a1224b63415b551","","23,067,424.056102","0.0304%","$23,060,711.44"
"157","0x0ae2deb0a51ae364de44bbdb29c329c5a23abab5","","22,800,001.568634","0.0300%","$22,793,366.77"
"158","0xe02b10dfe0626307b44c184075e4ee831ea9b189","","22,633,102.643538","0.0298%","$22,626,516.41"
"159","0x327a44f749c41a14c448ecaf8ad3a736de0fd25e","","22,244,538.23377","0.0293%","$22,238,065.07"
"160","0x3416cf6c708da44db2624d63ea0aaef7113527c6","Uniswap V3: USDC-USDT 4","22,170,775.444901","0.0292%","$22,164,323.75"
"161","0x18e5367bf704dc7e3599182742863d9c83c68f33","","22,018,826.75906","0.0290%","$22,012,419.28"
"162","0x9ee74360a880032031d47897fb5fc6077c9fe92c","","21,871,605.380866","0.0288%","$21,865,240.74"
"163","0x5ac9aec27813a2a90095170deb061d7db61a7b53","","21,860,787.339162","0.0288%","$21,854,425.85"
"164","0xbdd32b0e59f253f37ec97da72c421d8da0e1fb1e","","21,779,062.55001","0.0287%","$21,772,724.84"
